hart,time
674,2023-01-23 22:40:54.691906
35,2023-01-23 22:40:54.692474
0,2023-01-23 22:40:54.693014
0,2023-01-23 22:40:54.693661
676,2023-01-23 22:40:54.773754
675,2023-01-23 22:40:54.774522
0,2023-01-23 22:40:54.775129
0,2023-01-23 22:40:54.775420
0,2023-01-23 22:40:54.775786
675,2023-01-23 22:40:54.776192
676,2023-01-23 22:40:54.776802
0,2023-01-23 22:40:54.777579
0,2023-01-23 22:40:54.778336
0,2023-01-23 22:40:54.778376
673,2023-01-23 22:40:54.779752
676,2023-01-23 22:40:54.780894
0,2023-01-23 22:40:54.781740
0,2023-01-23 22:40:54.782542
0,2023-01-23 22:40:54.782578
636,2023-01-23 22:40:54.783560
675,2023-01-23 22:40:54.784136
0,2023-01-23 22:40:54.784746
0,2023-01-23 22:40:54.784789
0,2023-01-23 22:40:54.785533
495,2023-01-23 22:40:54.786238
676,2023-01-23 22:40:54.787274
26,2023-01-23 22:40:54.787734
0,2023-01-23 22:40:54.787767
0,2023-01-23 22:40:54.922921
675,2023-01-23 22:40:54.924285
676,2023-01-23 22:40:54.925147
0,2023-01-23 22:40:54.925555
0,2023-01-23 22:40:54.925588
0,2023-01-23 22:40:54.926360
675,2023-01-23 22:40:54.927069
676,2023-01-23 22:40:54.928345
0,2023-01-23 22:40:54.928385
0,2023-01-23 22:40:54.928754
0,2023-01-23 22:40:54.929686
674,2023-01-23 22:40:54.931154
675,2023-01-23 22:40:54.931503
0,2023-01-23 22:40:54.932506
0,2023-01-23 22:40:54.933156
0,2023-01-23 22:40:54.934235
661,2023-01-23 22:40:54.934805
675,2023-01-23 22:40:54.935648
0,2023-01-23 22:40:54.936343
0,2023-01-23 22:40:54.937171
0,2023-01-23 22:40:54.938527
550,2023-01-23 22:40:54.939536
674,2023-01-23 22:40:54.940111
56,2023-01-23 22:40:54.941344
0,2023-01-23 22:40:54.942102
0,2023-01-23 22:40:54.942916
676,2023-01-23 22:40:54.943740
676,2023-01-23 22:40:54.944762
0,2023-01-23 22:40:54.945758
0,2023-01-23 22:40:54.946435
0,2023-01-23 22:40:54.946634
675,2023-01-23 22:40:54.948033
675,2023-01-23 22:40:54.948737
0,2023-01-23 22:40:54.949758
0,2023-01-23 22:40:54.951995
0,2023-01-23 22:40:54.952206
675,2023-01-23 22:40:54.953752
675,2023-01-23 22:40:54.954495
0,2023-01-23 22:40:54.955248
0,2023-01-23 22:40:54.955453
0,2023-01-23 22:40:54.956014
664,2023-01-23 22:40:54.957353
675,2023-01-23 22:40:55.030076
0,2023-01-23 22:40:55.030399
0,2023-01-23 22:40:55.031122
0,2023-01-23 22:40:55.031933
559,2023-01-23 22:40:55.032495
676,2023-01-23 22:40:55.033492
62,2023-01-23 22:40:55.034553
0,2023-01-23 22:40:55.035946
0,2023-01-23 22:40:55.036687
675,2023-01-23 22:40:55.037597
675,2023-01-23 22:40:55.040720
0,2023-01-23 22:40:55.041021
0,2023-01-23 22:40:55.042867
0,2023-01-23 22:40:55.044255
675,2023-01-23 22:40:55.045252
675,2023-01-23 22:40:55.046213
0,2023-01-23 22:40:55.048266
0,2023-01-23 22:40:55.049416
0,2023-01-23 22:40:55.050516
675,2023-01-23 22:40:55.052532
676,2023-01-23 22:40:55.054803
0,2023-01-23 22:40:55.056009
0,2023-01-23 22:40:55.056873
0,2023-01-23 22:40:55.057109
671,2023-01-23 22:40:55.059003
676,2023-01-23 22:40:55.139870
0,2023-01-23 22:40:55.141538
0,2023-01-23 22:40:55.142283
0,2023-01-23 22:40:55.142493
567,2023-01-23 22:40:55.143707
676,2023-01-23 22:40:55.144596
56,2023-01-23 22:40:55.145570
0,2023-01-23 22:40:55.146657
0,2023-01-23 22:40:55.146875
676,2023-01-23 22:40:55.148128
676,2023-01-23 22:40:55.150195
0,2023-01-23 22:40:55.153304
0,2023-01-23 22:40:55.153539
0,2023-01-23 22:40:55.154658
675,2023-01-23 22:40:55.156367
676,2023-01-23 22:40:55.157463
0,2023-01-23 22:40:55.158859
0,2023-01-23 22:40:55.159103
0,2023-01-23 22:40:55.160464
674,2023-01-23 22:40:55.161672
676,2023-01-23 22:40:55.164693
0,2023-01-23 22:40:55.164923
0,2023-01-23 22:40:55.165684
0,2023-01-23 22:40:55.167021
631,2023-01-23 22:40:55.167952
675,2023-01-23 22:40:55.169390
0,2023-01-23 22:40:55.170701
0,2023-01-23 22:40:55.171585
0,2023-01-23 22:40:55.250824
550,2023-01-23 22:40:55.252552
676,2023-01-23 22:40:55.253643
45,2023-01-23 22:40:55.254636
0,2023-01-23 22:40:55.255525
0,2023-01-23 22:40:55.256663
675,2023-01-23 22:40:55.257269
675,2023-01-23 22:40:55.258214
0,2023-01-23 22:40:55.258921
0,2023-01-23 22:40:55.259879
0,2023-01-23 22:40:55.260810
675,2023-01-23 22:40:55.262375
676,2023-01-23 22:40:55.263383
0,2023-01-23 22:40:55.264078
0,2023-01-23 22:40:55.264387
0,2023-01-23 22:40:55.265279
674,2023-01-23 22:40:55.266569
676,2023-01-23 22:40:55.267375
0,2023-01-23 22:40:55.268162
0,2023-01-23 22:40:55.269134
0,2023-01-23 22:40:55.269361
655,2023-01-23 22:40:55.270871
676,2023-01-23 22:40:55.271819
0,2023-01-23 22:40:55.272690
0,2023-01-23 22:40:55.272923
0,2023-01-23 22:40:55.273924
564,2023-01-23 22:40:55.274791
676,2023-01-23 22:40:55.352851
50,2023-01-23 22:40:55.353789
0,2023-01-23 22:40:55.354172
0,2023-01-23 22:40:55.354863
675,2023-01-23 22:40:55.355821
675,2023-01-23 22:40:55.357049
0,2023-01-23 22:40:55.357285
0,2023-01-23 22:40:55.358316
0,2023-01-23 22:40:55.359522
675,2023-01-23 22:40:55.360972
675,2023-01-23 22:40:55.362409
0,2023-01-23 22:40:55.362654
0,2023-01-23 22:40:55.363787
0,2023-01-23 22:40:55.364853
675,2023-01-23 22:40:55.366141
675,2023-01-23 22:40:55.367428
0,2023-01-23 22:40:55.368681
0,2023-01-23 22:40:55.370167
0,2023-01-23 22:40:55.371564
663,2023-01-23 22:40:55.372862
676,2023-01-23 22:40:55.374233
0,2023-01-23 22:40:55.375711
0,2023-01-23 22:40:55.376571
0,2023-01-23 22:40:55.376820
567,2023-01-23 22:40:55.467938
676,2023-01-23 22:40:55.469889
62,2023-01-23 22:40:55.471028
0,2023-01-23 22:40:55.471932
0,2023-01-23 22:40:55.472615
676,2023-01-23 22:40:55.473766
676,2023-01-23 22:40:55.475491
0,2023-01-23 22:40:55.476364
0,2023-01-23 22:40:55.477481
0,2023-01-23 22:40:55.477784
675,2023-01-23 22:40:55.479496
676,2023-01-23 22:40:55.480500
0,2023-01-23 22:40:55.481480
0,2023-01-23 22:40:55.481717
0,2023-01-23 22:40:55.482767
674,2023-01-23 22:40:55.484263
675,2023-01-23 22:40:55.486008
0,2023-01-23 22:40:55.486895
0,2023-01-23 22:40:55.487149
0,2023-01-23 22:40:55.487999
655,2023-01-23 22:40:55.488785
676,2023-01-23 22:40:55.490931
0,2023-01-23 22:40:55.491182
0,2023-01-23 22:40:55.492082
0,2023-01-23 22:40:55.492886
570,2023-01-23 22:40:55.494103
675,2023-01-23 22:40:55.494791
81,2023-01-23 22:40:55.495748
0,2023-01-23 22:40:55.496394
0,2023-01-23 22:40:55.497393
676,2023-01-23 22:40:55.498617
675,2023-01-23 22:40:55.578432
0,2023-01-23 22:40:55.578813
0,2023-01-23 22:40:55.579951
0,2023-01-23 22:40:55.580724
675,2023-01-23 22:40:55.581493
675,2023-01-23 22:40:55.582583
0,2023-01-23 22:40:55.583791
0,2023-01-23 22:40:55.585021
0,2023-01-23 22:40:55.586259
675,2023-01-23 22:40:55.587672
676,2023-01-23 22:40:55.588994
0,2023-01-23 22:40:55.589796
0,2023-01-23 22:40:55.591022
0,2023-01-23 22:40:55.591296
656,2023-01-23 22:40:55.593511
676,2023-01-23 22:40:55.594761
0,2023-01-23 22:40:55.595522
0,2023-01-23 22:40:55.597105
0,2023-01-23 22:40:55.597393
547,2023-01-23 22:40:55.599266
676,2023-01-23 22:40:55.600482
72,2023-01-23 22:40:55.602217
0,2023-01-23 22:40:55.603316
0,2023-01-23 22:40:55.603594
676,2023-01-23 22:40:55.605643
675,2023-01-23 22:40:55.606689
0,2023-01-23 22:40:55.607807
0,2023-01-23 22:40:55.608099
0,2023-01-23 22:40:55.699257
675,2023-01-23 22:40:55.700833
676,2023-01-23 22:40:55.702318
0,2023-01-23 22:40:55.703149
0,2023-01-23 22:40:55.703394
0,2023-01-23 22:40:55.704295
674,2023-01-23 22:40:55.705387
675,2023-01-23 22:40:55.707329
0,2023-01-23 22:40:55.707586
0,2023-01-23 22:40:55.708495
0,2023-01-23 22:40:55.709300
646,2023-01-23 22:40:55.709883
675,2023-01-23 22:40:55.711094
0,2023-01-23 22:40:55.711769
0,2023-01-23 22:40:55.712605
0,2023-01-23 22:40:55.713910
497,2023-01-23 22:40:55.753707
675,2023-01-23 22:40:55.754606
58,2023-01-23 22:40:55.755354
0,2023-01-23 22:40:55.755909
0,2023-01-23 22:40:55.756657
676,2023-01-23 22:40:55.757585
675,2023-01-23 22:40:55.758601
0,2023-01-23 22:40:55.759959
0,2023-01-23 22:40:55.762057
0,2023-01-23 22:40:55.762716
675,2023-01-23 22:40:55.763093
676,2023-01-23 22:40:55.763544
0,2023-01-23 22:40:55.764028
0,2023-01-23 22:40:55.764666
0,2023-01-23 22:40:55.764844
674,2023-01-23 22:40:55.765543
676,2023-01-23 22:40:55.766161
0,2023-01-23 22:40:55.766883
0,2023-01-23 22:40:55.767064
0,2023-01-23 22:40:55.768167
637,2023-01-23 22:40:55.768978
676,2023-01-23 22:40:55.769549
0,2023-01-23 22:40:55.770177
0,2023-01-23 22:40:55.770366
0,2023-01-23 22:40:55.770806
529,2023-01-23 22:40:55.834748
675,2023-01-23 22:40:55.837424
86,2023-01-23 22:40:55.838607
0,2023-01-23 22:40:55.838815
0,2023-01-23 22:40:55.839582
676,2023-01-23 22:40:55.840256
676,2023-01-23 22:40:55.841174
0,2023-01-23 22:40:55.841392
0,2023-01-23 22:40:55.842594
0,2023-01-23 22:40:55.843232
675,2023-01-23 22:40:55.844206
675,2023-01-23 22:40:55.845496
0,2023-01-23 22:40:55.845705
0,2023-01-23 22:40:55.846450
0,2023-01-23 22:40:55.847802
674,2023-01-23 22:40:55.848620
675,2023-01-23 22:40:55.849621
0,2023-01-23 22:40:55.850726
0,2023-01-23 22:40:55.851833
0,2023-01-23 22:40:55.852846
638,2023-01-23 22:40:55.928259
676,2023-01-23 22:40:55.929469
0,2023-01-23 22:40:55.930551
0,2023-01-23 22:40:55.931383
0,2023-01-23 22:40:55.931598
519,2023-01-23 22:40:55.932995
676,2023-01-23 22:40:55.934346
106,2023-01-23 22:40:55.934881
0,2023-01-23 22:40:55.935838
42,2023-01-23 22:40:55.936888
675,2023-01-23 22:40:55.937898
674,2023-01-23 22:40:55.939475
0,2023-01-23 22:40:55.939698
0,2023-01-23 22:40:55.941382
325,2023-01-23 22:40:55.942875
676,2023-01-23 22:40:55.944489
296,2023-01-23 22:40:55.945636
0,2023-01-23 22:40:55.946852
0,2023-01-23 22:40:55.947191
675,2023-01-23 22:40:55.949228
675,2023-01-23 22:40:55.950725
0,2023-01-23 22:40:55.951926
0,2023-01-23 22:40:55.953226
0,2023-01-23 22:40:55.953482
676,2023-01-23 22:40:56.027278
676,2023-01-23 22:40:56.028160
0,2023-01-23 22:40:56.028754
0,2023-01-23 22:40:56.028956
0,2023-01-23 22:40:56.029835
675,2023-01-23 22:40:56.030539
676,2023-01-23 22:40:56.031807
0,2023-01-23 22:40:56.032101
0,2023-01-23 22:40:56.033019
0,2023-01-23 22:40:56.033781
675,2023-01-23 22:40:56.034900
676,2023-01-23 22:40:56.035598
0,2023-01-23 22:40:56.036656
0,2023-01-23 22:40:56.037392
0,2023-01-23 22:40:56.038104
675,2023-01-23 22:40:56.039219
675,2023-01-23 22:40:56.039821
0,2023-01-23 22:40:56.040685
0,2023-01-23 22:40:56.041610
0,2023-01-23 22:40:56.042852
674,2023-01-23 22:40:56.043762
676,2023-01-23 22:40:56.044567
0,2023-01-23 22:40:56.046911
0,2023-01-23 22:40:56.126621
0,2023-01-23 22:40:56.126904
627,2023-01-23 22:40:56.128732
676,2023-01-23 22:40:56.130082
0,2023-01-23 22:40:56.130682
0,2023-01-23 22:40:56.130963
0,2023-01-23 22:40:56.131979
511,2023-01-23 22:40:56.133233
676,2023-01-23 22:40:56.134056
16,2023-01-23 22:40:56.134734
0,2023-01-23 22:40:56.136568
0,2023-01-23 22:40:56.136871
675,2023-01-23 22:40:56.138610
675,2023-01-23 22:40:56.139415
0,2023-01-23 22:40:56.141377
0,2023-01-23 22:40:56.141627
0,2023-01-23 22:40:56.143531
674,2023-01-23 22:40:56.144278
676,2023-01-23 22:40:56.146047
0,2023-01-23 22:40:56.146294
0,2023-01-23 22:40:56.147203
0,2023-01-23 22:40:56.148390
644,2023-01-23 22:40:56.149505
675,2023-01-23 22:40:56.150894
0,2023-01-23 22:40:56.151132
0,2023-01-23 22:40:56.152085
0,2023-01-23 22:40:56.153368
598,2023-01-23 22:40:56.256753
675,2023-01-23 22:40:56.259971
0,2023-01-23 22:40:56.261008
0,2023-01-23 22:40:56.263020
0,2023-01-23 22:40:56.264381
501,2023-01-23 22:40:56.265692
676,2023-01-23 22:40:56.266766
58,2023-01-23 22:40:56.267859
0,2023-01-23 22:40:56.269137
0,2023-01-23 22:40:56.269730
676,2023-01-23 22:40:56.270606
676,2023-01-23 22:40:56.271867
0,2023-01-23 22:40:56.272808
0,2023-01-23 22:40:56.273497
0,2023-01-23 22:40:56.274527
675,2023-01-23 22:40:56.275394
675,2023-01-23 22:40:56.276546
0,2023-01-23 22:40:56.277971
0,2023-01-23 22:40:56.279096
0,2023-01-23 22:40:56.279357
674,2023-01-23 22:40:56.281262
676,2023-01-23 22:40:56.282939
0,2023-01-23 22:40:56.284321
0,2023-01-23 22:40:56.284585
0,2023-01-23 22:40:56.285744
624,2023-01-23 22:40:56.287513
675,2023-01-23 22:40:56.288943
0,2023-01-23 22:40:56.289535
0,2023-01-23 22:40:56.289870
0,2023-01-23 22:40:56.290888
507,2023-01-23 22:40:56.291524
676,2023-01-23 22:40:56.293148
80,2023-01-23 22:40:56.293978
0,2023-01-23 22:40:56.294307
0,2023-01-23 22:40:56.295313
675,2023-01-23 22:40:56.296571
676,2023-01-23 22:40:56.386299
0,2023-01-23 22:40:56.386704
0,2023-01-23 22:40:56.387643
0,2023-01-23 22:40:56.388658
675,2023-01-23 22:40:56.389309
675,2023-01-23 22:40:56.390609
0,2023-01-23 22:40:56.391440
0,2023-01-23 22:40:56.392399
0,2023-01-23 22:40:56.393110
674,2023-01-23 22:40:56.393910
675,2023-01-23 22:40:56.395096
0,2023-01-23 22:40:56.396066
0,2023-01-23 22:40:56.397628
0,2023-01-23 22:40:56.398934
643,2023-01-23 22:40:56.399756
676,2023-01-23 22:40:56.400961
6,2023-01-23 22:40:56.402168
0,2023-01-23 22:40:56.403410
0,2023-01-23 22:40:56.403669
516,2023-01-23 22:40:56.404887
676,2023-01-23 22:40:56.406022
111,2023-01-23 22:40:56.407562
0,2023-01-23 22:40:56.408556
34,2023-01-23 22:40:56.409259
675,2023-01-23 22:40:56.410409
675,2023-01-23 22:40:56.412371
0,2023-01-23 22:40:56.412653
0,2023-01-23 22:40:56.413385
331,2023-01-23 22:40:56.414685
676,2023-01-23 22:40:56.513530
326,2023-01-23 22:40:56.514675
0,2023-01-23 22:40:56.515630
0,2023-01-23 22:40:56.515882
676,2023-01-23 22:40:56.517917
676,2023-01-23 22:40:56.518650
0,2023-01-23 22:40:56.519590
0,2023-01-23 22:40:56.519919
0,2023-01-23 22:40:56.521022
675,2023-01-23 22:40:56.523846
675,2023-01-23 22:40:56.525783
0,2023-01-23 22:40:56.526969
0,2023-01-23 22:40:56.527246
0,2023-01-23 22:40:56.528242
675,2023-01-23 22:40:56.529205
676,2023-01-23 22:40:56.530836
0,2023-01-23 22:40:56.531161
0,2023-01-23 22:40:56.532128
0,2023-01-23 22:40:56.532739
676,2023-01-23 22:40:56.533768
675,2023-01-23 22:40:56.534847
0,2023-01-23 22:40:56.535796
0,2023-01-23 22:40:56.537192
0,2023-01-23 22:40:56.538375
675,2023-01-23 22:40:56.539093
676,2023-01-23 22:40:56.539804
0,2023-01-23 22:40:56.540462
0,2023-01-23 22:40:56.541372
0,2023-01-23 22:40:56.542229
674,2023-01-23 22:40:56.543283
676,2023-01-23 22:40:56.544510
0,2023-01-23 22:40:56.545316
0,2023-01-23 22:40:56.658490
0,2023-01-23 22:40:56.658836
543,2023-01-23 22:40:56.661064
675,2023-01-23 22:40:56.661886
0,2023-01-23 22:40:56.662906
0,2023-01-23 22:40:56.663181
0,2023-01-23 22:40:56.663730
484,2023-01-23 22:40:56.664543
676,2023-01-23 22:40:56.666065
92,2023-01-23 22:40:56.666929
0,2023-01-23 22:40:56.667694
0,2023-01-23 22:40:56.667892
676,2023-01-23 22:40:56.669139
675,2023-01-23 22:40:56.670291
0,2023-01-23 22:40:56.671417
0,2023-01-23 22:40:56.671627
0,2023-01-23 22:40:56.672423
674,2023-01-23 22:40:56.673400
676,2023-01-23 22:40:56.677382
0,2023-01-23 22:40:56.677602
0,2023-01-23 22:40:56.678820
0,2023-01-23 22:40:56.679815
672,2023-01-23 22:40:56.680627
675,2023-01-23 22:40:56.681439
0,2023-01-23 22:40:56.682524
0,2023-01-23 22:40:56.683203
0,2023-01-23 22:40:56.683753
552,2023-01-23 22:40:56.684601
675,2023-01-23 22:40:56.685594
0,2023-01-23 22:40:56.686728
0,2023-01-23 22:40:56.687611
0,2023-01-23 22:40:56.688575
480,2023-01-23 22:40:56.690250
676,2023-01-23 22:40:56.691424
97,2023-01-23 22:40:56.692228
0,2023-01-23 22:40:56.693353
0,2023-01-23 22:40:56.694894
675,2023-01-23 22:40:56.695924
676,2023-01-23 22:40:56.776452
0,2023-01-23 22:40:56.777181
0,2023-01-23 22:40:56.778005
0,2023-01-23 22:40:56.778803
674,2023-01-23 22:40:56.779767
676,2023-01-23 22:40:56.780706
0,2023-01-23 22:40:56.781240
0,2023-01-23 22:40:56.782220
0,2023-01-23 22:40:56.782433
673,2023-01-23 22:40:56.784051
676,2023-01-23 22:40:56.784917
0,2023-01-23 22:40:56.785583
0,2023-01-23 22:40:56.785788
0,2023-01-23 22:40:56.786462
588,2023-01-23 22:40:56.787207
675,2023-01-23 22:40:56.788452
0,2023-01-23 22:40:56.788663
0,2023-01-23 22:40:56.789185
0,2023-01-23 22:40:56.790042
499,2023-01-23 22:40:56.790549
675,2023-01-23 22:40:56.792273
110,2023-01-23 22:40:56.792897
0,2023-01-23 22:40:56.793610
13,2023-01-23 22:40:56.794909
676,2023-01-23 22:40:56.866110
675,2023-01-23 22:40:56.867648
0,2023-01-23 22:40:56.868402
0,2023-01-23 22:40:56.869615
287,2023-01-23 22:40:56.870585
676,2023-01-23 22:40:56.871632
336,2023-01-23 22:40:56.872326
0,2023-01-23 22:40:56.873025
0,2023-01-23 22:40:56.873830
676,2023-01-23 22:40:56.874774
676,2023-01-23 22:40:56.876049
0,2023-01-23 22:40:56.876336
0,2023-01-23 22:40:56.876889
0,2023-01-23 22:40:56.878410
676,2023-01-23 22:40:56.879421
675,2023-01-23 22:40:56.880244
0,2023-01-23 22:40:56.880988
0,2023-01-23 22:40:56.881583
0,2023-01-23 22:40:56.882642
675,2023-01-23 22:40:56.884318
675,2023-01-23 22:40:56.885089
0,2023-01-23 22:40:56.886460
0,2023-01-23 22:40:56.958541
0,2023-01-23 22:40:56.958799
675,2023-01-23 22:40:56.960503
676,2023-01-23 22:40:56.961080
0,2023-01-23 22:40:56.962047
0,2023-01-23 22:40:56.962916
0,2023-01-23 22:40:56.963141
675,2023-01-23 22:40:56.964401
676,2023-01-23 22:40:56.964999
0,2023-01-23 22:40:56.965776
0,2023-01-23 22:40:56.966123
0,2023-01-23 22:40:56.966691
673,2023-01-23 22:40:56.967559
676,2023-01-23 22:40:56.968985
0,2023-01-23 22:40:56.969915
0,2023-01-23 22:40:56.970949
0,2023-01-23 22:40:56.971508
584,2023-01-23 22:40:56.972530
675,2023-01-23 22:40:56.973412
14,2023-01-23 22:40:56.974518
0,2023-01-23 22:40:56.974740
0,2023-01-23 22:40:56.975691
675,2023-01-23 22:40:56.976766
676,2023-01-23 22:40:57.051929
0,2023-01-23 22:40:57.052201
0,2023-01-23 22:40:57.052997
0,2023-01-23 22:40:57.053810
676,2023-01-23 22:40:57.055043
676,2023-01-23 22:40:57.055995
0,2023-01-23 22:40:57.056575
0,2023-01-23 22:40:57.057366
0,2023-01-23 22:40:57.058461
675,2023-01-23 22:40:57.059465
675,2023-01-23 22:40:57.060306
0,2023-01-23 22:40:57.060807
0,2023-01-23 22:40:57.061535
0,2023-01-23 22:40:57.062744
645,2023-01-23 22:40:57.063431
676,2023-01-23 22:40:57.064819
0,2023-01-23 22:40:57.065496
0,2023-01-23 22:40:57.066738
0,2023-01-23 22:40:57.066978
559,2023-01-23 22:40:57.068342
676,2023-01-23 22:40:57.069216
6,2023-01-23 22:40:57.070151
0,2023-01-23 22:40:57.070439
0,2023-01-23 22:40:57.071371
384,2023-01-23 22:40:57.072291
676,2023-01-23 22:40:57.150603
83,2023-01-23 22:40:57.151559
0,2023-01-23 22:40:57.151866
0,2023-01-23 22:40:57.152990
675,2023-01-23 22:40:57.154594
676,2023-01-23 22:40:57.155446
0,2023-01-23 22:40:57.156643
0,2023-01-23 22:40:57.156910
0,2023-01-23 22:40:57.157766
674,2023-01-23 22:40:57.158587
676,2023-01-23 22:40:57.159945
0,2023-01-23 22:40:57.160208
0,2023-01-23 22:40:57.160942
0,2023-01-23 22:40:57.161701
653,2023-01-23 22:40:57.162662
675,2023-01-23 22:40:57.163580
0,2023-01-23 22:40:57.164750
0,2023-01-23 22:40:57.165812
0,2023-01-23 22:40:57.167058
566,2023-01-23 22:40:57.168009
